method,event_index,replication,seed,event_time,horizon,relative_gap
recent_best,2,2,44,200,2,1.0
recent_best,2,2,44,200,3,0.9295830714027503
recent_best,2,2,44,200,4,0.9295830714027503
recent_best,2,2,44,200,5,0.9295830714027503
recent_best,2,2,44,200,6,0.9295830714027503
recent_best,2,2,44,200,7,0.9295830714027503
recent_best,2,2,44,200,8,0.9295830714027503
recent_best,2,2,44,200,9,0.9295830714027503
recent_best,2,2,44,200,10,1.0
recent_best,2,2,44,200,11,1.0
recent_best,2,2,44,200,12,1.0
recent_best,2,2,44,200,13,1.0
recent_best,2,2,44,200,14,1.0
recent_best,2,2,44,200,15,1.0
recent_best,2,2,44,200,16,1.0
recent_best,2,2,44,200,17,1.0
recent_best,2,2,44,200,18,1.0
recent_best,2,2,44,200,19,1.0
recent_best,2,2,44,200,20,1.0
recent_best,2,2,44,200,21,1.0
recent_best,2,2,44,200,22,1.0
recent_best,2,2,44,200,23,1.0
recent_best,2,2,44,200,24,1.0
recent_best,2,2,44,200,25,1.0802009463888003
recent_best,2,2,44,200,26,1.0802009463888003
recent_best,2,2,44,200,27,1.0802009463888003
recent_best,2,2,44,200,28,1.0802009463888003
recent_best,2,2,44,200,29,1.0802009463888003
recent_best,2,2,44,200,30,1.0802009463888003
recent_best,2,2,44,200,31,1.0802009463888003
recent_best,2,2,44,200,32,1.0802009463888003
recent_best,2,2,44,200,33,1.0802009463888003
recent_best,2,2,44,200,34,1.0802009463888003
recent_best,2,2,44,200,35,1.0802009463888003
recent_best,2,2,44,200,36,1.0802009463888003
recent_best,2,2,44,200,37,1.2320605103257027
recent_best,2,2,44,200,38,1.2320605103257027
recent_best,2,2,44,200,39,1.2320605103257027
recent_best,2,2,44,200,40,1.2320605103257027
recent_best,2,2,44,200,41,1.0802009463888003
recent_best,2,2,44,200,42,1.0802009463888003
recent_best,2,2,44,200,43,1.0802009463888003
recent_best,2,2,44,200,44,0.9295830714027503
recent_best,2,2,44,200,45,1.2320605103257027
recent_best,2,2,44,200,46,1.2320605103257027
recent_best,2,2,44,200,47,1.2320605103257027
recent_best,2,2,44,200,48,1.2320605103257027
recent_best,2,2,44,200,49,1.2320605103257027
recent_best,2,2,44,200,50,1.2320605103257027
recent_best,2,2,44,200,51,1.2320605103257027
recent_best,2,2,44,200,52,1.0802009463888003
recent_best,2,2,44,200,53,1.0802009463888003
recent_best,2,2,44,200,54,1.0802009463888003
recent_best,2,2,44,200,55,1.0802009463888003
recent_best,2,2,44,200,56,1.0802009463888003
recent_best,2,2,44,200,57,1.0802009463888003
recent_best,2,2,44,200,58,1.0802009463888003
recent_best,2,2,44,200,59,1.0802009463888003
recent_best,2,2,44,200,60,1.2320605103257027
recent_best,2,2,44,200,61,1.2320605103257027
recent_best,2,2,44,200,62,1.2320605103257027
recent_best,2,2,44,200,63,1.0802009463888003
recent_best,2,2,44,200,64,1.0802009463888003
recent_best,2,2,44,200,65,1.0802009463888003
recent_best,2,2,44,200,66,1.0802009463888003
recent_best,2,2,44,200,67,1.0802009463888003
recent_best,2,2,44,200,68,1.0802009463888003
recent_best,2,2,44,200,69,1.0802009463888003
recent_best,2,2,44,200,70,1.0802009463888003
recent_best,2,2,44,200,71,1.0802009463888003
recent_best,2,2,44,200,72,1.0802009463888003
recent_best,2,2,44,200,73,1.0802009463888003
recent_best,2,2,44,200,74,1.0802009463888003
recent_best,2,2,44,200,75,1.0802009463888003
recent_best,2,2,44,200,76,1.0802009463888003
recent_best,2,2,44,200,77,1.0802009463888003
recent_best,2,2,44,200,78,1.0802009463888003
recent_best,2,2,44,200,79,1.0802009463888003
equal,3,3,45,200,0,1.0
equal,3,3,45,200,1,1.0
equal,3,3,45,200,2,1.0
equal,3,3,45,200,3,1.0
equal,3,3,45,200,4,1.0
equal,3,3,45,200,5,1.0
equal,3,3,45,200,6,1.0
equal,3,3,45,200,7,1.0
equal,3,3,45,200,8,1.0
equal,3,3,45,200,9,1.0
equal,3,3,45,200,10,1.0
equal,3,3,45,200,11,1.0
equal,3,3,45,200,12,1.0
equal,3,3,45,200,13,1.0
equal,3,3,45,200,14,1.0
equal,3,3,45,200,15,1.0
equal,3,3,45,200,16,1.0
equal,3,3,45,200,17,1.0
equal,3,3,45,200,18,1.0
equal,3,3,45,200,19,1.0
equal,3,3,45,200,20,1.0
equal,3,3,45,200,21,1.0
equal,3,3,45,200,22,1.0
equal,3,3,45,200,23,1.0
equal,3,3,45,200,24,1.0
equal,3,3,45,200,25,1.0
equal,3,3,45,200,26,1.0
equal,3,3,45,200,27,1.0
equal,3,3,45,200,28,1.0
equal,3,3,45,200,29,1.0
equal,3,3,45,200,30,1.0
equal,3,3,45,200,31,1.0
equal,3,3,45,200,32,1.0
equal,3,3,45,200,33,1.0
equal,3,3,45,200,34,1.0
equal,3,3,45,200,35,1.0
equal,3,3,45,200,36,1.0
equal,3,3,45,200,37,1.0
equal,3,3,45,200,38,1.0
equal,3,3,45,200,39,1.0
equal,3,3,45,200,40,1.0
equal,3,3,45,200,41,1.0
equal,3,3,45,200,42,1.0
equal,3,3,45,200,43,1.0
equal,3,3,45,200,44,1.0
equal,3,3,45,200,45,1.0
equal,3,3,45,200,46,1.0
equal,3,3,45,200,47,1.0
equal,3,3,45,200,48,1.0
equal,3,3,45,200,49,1.0
equal,3,3,45,200,50,1.0
equal,3,3,45,200,51,1.0
equal,3,3,45,200,52,1.0
equal,3,3,45,200,53,1.0
equal,3,3,45,200,54,1.0
equal,3,3,45,200,55,1.0
equal,3,3,45,200,56,1.0
equal,3,3,45,200,57,1.0
equal,3,3,45,200,58,1.0
equal,3,3,45,200,59,1.0
equal,3,3,45,200,60,1.0
equal,3,3,45,200,61,1.0
equal,3,3,45,200,62,1.0
equal,3,3,45,200,63,1.0
equal,3,3,45,200,64,1.0
equal,3,3,45,200,65,1.0
equal,3,3,45,200,66,1.0
equal,3,3,45,200,67,1.0
equal,3,3,45,200,68,1.0
equal,3,3,45,200,69,1.0
equal,3,3,45,200,70,1.0
equal,3,3,45,200,71,1.0
equal,3,3,45,200,72,1.0
equal,3,3,45,200,73,1.0
equal,3,3,45,200,74,1.0
equal,3,3,45,200,75,1.0
equal,3,3,45,200,76,1.0
equal,3,3,45,200,77,1.0
equal,3,3,45,200,78,1.0
equal,3,3,45,200,79,1.0
bates_granger_mv,3,3,45,200,0,1.0
bates_granger_mv,3,3,45,200,1,0.6782003940505267
bates_granger_mv,3,3,45,200,2,0.7299967111891296
bates_granger_mv,3,3,45,200,3,0.7667132425748906
bates_granger_mv,3,3,45,200,4,0.7901433831317052
bates_granger_mv,3,3,45,200,5,0.831854379920738
bates_granger_mv,3,3,45,200,6,0.8230046695359426
bates_granger_mv,3,3,45,200,7,0.85057240480251
bates_granger_mv,3,3,45,200,8,0.8924904778459097
bates_granger_mv,3,3,45,200,9,0.8040578839285357
bates_granger_mv,3,3,45,200,10,0.8324827766093712
bates_granger_mv,3,3,45,200,11,0.8727407991705053
bates_granger_mv,3,3,45,200,12,0.589190336145306
bates_granger_mv,3,3,45,200,13,0.5293890971810515
bates_granger_mv,3,3,45,200,14,0.5831303522935146
bates_granger_mv,3,3,45,200,15,0.4450143244364658
bates_granger_mv,3,3,45,200,16,0.4709561606369761
bates_granger_mv,3,3,45,200,17,0.3751382356411938
bates_granger_mv,3,3,45,200,18,0.36849247371852384
bates_granger_mv,3,3,45,200,19,0.3435273482480162
bates_granger_mv,3,3,45,200,20,0.3368042362327886
bates_granger_mv,3,3,45,200,21,0.3448825736182066
bates_granger_mv,3,3,45,200,22,0.356285938749627
bates_granger_mv,3,3,45,200,23,0.2961008809908233
bates_granger_mv,3,3,45,200,24,0.28506803989539775
bates_granger_mv,3,3,45,200,25,0.3028289201114186
bates_granger_mv,3,3,45,200,26,0.37472939104039565
bates_granger_mv,3,3,45,200,27,0.3779737710138002
bates_granger_mv,3,3,45,200,28,0.35554676049580863
bates_granger_mv,3,3,45,200,29,0.35626088493513725
bates_granger_mv,3,3,45,200,30,0.2888487697263564
bates_granger_mv,3,3,45,200,31,0.3271101093385919
bates_granger_mv,3,3,45,200,32,0.3252400992712549
bates_granger_mv,3,3,45,200,33,0.3368569975152705
bates_granger_mv,3,3,45,200,34,0.4110966628331361
bates_granger_mv,3,3,45,200,35,0.4642503668774903
bates_granger_mv,3,3,45,200,36,0.3717222468406549
bates_granger_mv,3,3,45,200,37,0.36937474092318134
bates_granger_mv,3,3,45,200,38,0.3982377603858154
bates_granger_mv,3,3,45,200,39,0.4483877953105311
bates_granger_mv,3,3,45,200,40,0.4340213015468569
bates_granger_mv,3,3,45,200,41,0.42688908328730735
bates_granger_mv,3,3,45,200,42,0.413849544583734
bates_granger_mv,3,3,45,200,43,0.42230058284615024
bates_granger_mv,3,3,45,200,44,0.5266199515945725
bates_granger_mv,3,3,45,200,45,0.4913756580976783
bates_granger_mv,3,3,45,200,46,0.48221455688622067
bates_granger_mv,3,3,45,200,47,0.43818838010453093
bates_granger_mv,3,3,45,200,48,0.45146857236151255
bates_granger_mv,3,3,45,200,49,0.4731618949848701
bates_granger_mv,3,3,45,200,50,0.4952161577536399
bates_granger_mv,3,3,45,200,51,0.467935967427717
bates_granger_mv,3,3,45,200,52,0.4418178539656011
bates_granger_mv,3,3,45,200,53,0.4480847338710325
bates_granger_mv,3,3,45,200,54,0.47164490854994634
bates_granger_mv,3,3,45,200,55,0.4725495601234072
bates_granger_mv,3,3,45,200,56,0.4893845347171177
bates_granger_mv,3,3,45,200,57,0.7197387325403384
bates_granger_mv,3,3,45,200,58,0.7908585284784266
bates_granger_mv,3,3,45,200,59,0.7394894223139057
bates_granger_mv,3,3,45,200,60,0.7740016434278614
bates_granger_mv,3,3,45,200,61,0.7752646796523381
bates_granger_mv,3,3,45,200,62,0.7970214656784329
bates_granger_mv,3,3,45,200,63,0.7966116028182997
bates_granger_mv,3,3,45,200,64,0.7461044085095977
bates_granger_mv,3,3,45,200,65,0.6926006844488656
bates_granger_mv,3,3,45,200,66,0.6148889413798683
bates_granger_mv,3,3,45,200,67,0.627084086547669
bates_granger_mv,3,3,45,200,68,0.6184404278490542
bates_granger_mv,3,3,45,200,69,0.6194018800127705
bates_granger_mv,3,3,45,200,70,0.6411125415138841
bates_granger_mv,3,3,45,200,71,0.6532852333543009
bates_granger_mv,3,3,45,200,72,0.6574079201499409
bates_granger_mv,3,3,45,200,73,0.8073809314610151
bates_granger_mv,3,3,45,200,74,0.7507265322683143
bates_granger_mv,3,3,45,200,75,0.7533287602633256
bates_granger_mv,3,3,45,200,76,0.9493447977984022
bates_granger_mv,3,3,45,200,77,0.9476609363073467
bates_granger_mv,3,3,45,200,78,1.036980458483994
bates_granger_mv,3,3,45,200,79,1.0491681866385247
var_error,3,3,45,200,0,1.0
var_error,3,3,45,200,1,0.6249682137617362
var_error,3,3,45,200,2,1.3872566902878942
var_error,3,3,45,200,3,1.081583723152237
var_error,3,3,45,200,4,1.228710049529556
var_error,3,3,45,200,5,1.5515302495398389
var_error,3,3,45,200,6,0.2773856605393442
var_error,3,3,45,200,7,0.6912176281754222
var_error,3,3,45,200,8,2.162504800460333
var_error,3,3,45,200,9,1.2897577840301349
var_error,3,3,45,200,10,1.6243660142159129
var_error,3,3,45,200,11,1.369531809167568
var_error,3,3,45,200,12,0.6760358227712303
var_error,3,3,45,200,13,0.9021326494949184
var_error,3,3,45,200,14,0.9938541106027643
var_error,3,3,45,200,15,1.2856489063437586
var_error,3,3,45,200,16,1.1028377171655928
var_error,3,3,45,200,17,0.9256977475682562
var_error,3,3,45,200,18,0.5056024565211109
var_error,3,3,45,200,19,1.1854423154703215
var_error,3,3,45,200,20,1.0805391595287628
var_error,3,3,45,200,21,1.609094767143282
var_error,3,3,45,200,22,0.893964141849988
var_error,3,3,45,200,23,1.1247280215430138
var_error,3,3,45,200,24,0.9066402514208498
var_error,3,3,45,200,25,0.9263463283059218
var_error,3,3,45,200,26,0.868304996166155
var_error,3,3,45,200,27,0.5341752514907406
var_error,3,3,45,200,28,1.1534821334160714
var_error,3,3,45,200,29,0.5098856055883356
var_error,3,3,45,200,30,0.37614002682822395
var_error,3,3,45,200,31,0.4356143420575107
var_error,3,3,45,200,32,0.3946858600436527
var_error,3,3,45,200,33,0.7179968332903695
var_error,3,3,45,200,34,0.5469283825988099
var_error,3,3,45,200,35,0.4900899523121486
var_error,3,3,45,200,36,0.6971993749049793
var_error,3,3,45,200,37,0.43410198138577016
var_error,3,3,45,200,38,0.5455518816699346
var_error,3,3,45,200,39,0.7730190098258451
var_error,3,3,45,200,40,4.1018676203358275
var_error,3,3,45,200,41,0.6591633123520475
var_error,3,3,45,200,42,2.3776432729553885
var_error,3,3,45,200,43,2.0465128401252994
var_error,3,3,45,200,44,1.3899847100490186
var_error,3,3,45,200,45,0.530807255493754
var_error,3,3,45,200,46,0.3144651157095465
var_error,3,3,45,200,47,0.20490961539094482
var_error,3,3,45,200,48,0.5926175912439803
var_error,3,3,45,200,49,0.9206685951401917
var_error,3,3,45,200,50,0.828835766718142
var_error,3,3,45,200,51,0.8780408821339442
var_error,3,3,45,200,52,0.9394489842699097
var_error,3,3,45,200,53,0.7984124825353826
var_error,3,3,45,200,54,0.5173505873936344
var_error,3,3,45,200,55,0.8349563076291017
var_error,3,3,45,200,56,0.4638274362582785
var_error,3,3,45,200,57,1.196472296079626
var_error,3,3,45,200,58,2.2570293439796623
var_error,3,3,45,200,59,1.0913478976336735
var_error,3,3,45,200,60,1.3694621271554632
var_error,3,3,45,200,61,0.697504137650938
var_error,3,3,45,200,62,0.8925590099196722
var_error,3,3,45,200,63,0.6686837799444542
var_error,3,3,45,200,64,2.779651744004114
var_error,3,3,45,200,65,0.8774505965558586
var_error,3,3,45,200,66,3.5727648720249863
var_error,3,3,45,200,67,0.5299483551349621
var_error,3,3,45,200,68,1.4549400022824261
var_error,3,3,45,200,69,1.5364928579909487
var_error,3,3,45,200,70,0.9926532315153603
var_error,3,3,45,200,71,1.7918821604225676
var_error,3,3,45,200,72,0.9925123966977583
var_error,3,3,45,200,73,0.6228857056091618
var_error,3,3,45,200,74,3.271369582529151
var_error,3,3,45,200,75,0.7413570862347919
var_error,3,3,45,200,76,3.0216299983039745
var_error,3,3,45,200,77,0.21090990264350643
var_error,3,3,45,200,78,0.8888785650958587
var_error,3,3,45,200,79,0.6429338504155536
graph_only_eigenvector,3,3,45,200,0,1.0
graph_only_eigenvector,3,3,45,200,1,0.4371136920970266
graph_only_eigenvector,3,3,45,200,2,0.8183243017788101
graph_only_eigenvector,3,3,45,200,3,0.42477806098181115
graph_only_eigenvector,3,3,45,200,4,0.3916822424238074
graph_only_eigenvector,3,3,45,200,5,0.41708119588791853
graph_only_eigenvector,3,3,45,200,6,0.839786870154228
graph_only_eigenvector,3,3,45,200,7,0.8805443635336708
graph_only_eigenvector,3,3,45,200,8,0.5602084991854784
graph_only_eigenvector,3,3,45,200,9,0.8292386832951346
graph_only_eigenvector,3,3,45,200,10,0.9680420277268253
graph_only_eigenvector,3,3,45,200,11,0.8428511490739299
graph_only_eigenvector,3,3,45,200,12,0.16025346760490228
graph_only_eigenvector,3,3,45,200,13,0.8744629703201375
graph_only_eigenvector,3,3,45,200,14,1.3088715714094696
graph_only_eigenvector,3,3,45,200,15,0.896069002698377
graph_only_eigenvector,3,3,45,200,16,0.6702632044114122
graph_only_eigenvector,3,3,45,200,17,1.0161013632179432
graph_only_eigenvector,3,3,45,200,18,0.8946058690770793
graph_only_eigenvector,3,3,45,200,19,0.8384835339303224
graph_only_eigenvector,3,3,45,200,20,0.7217147267373186
graph_only_eigenvector,3,3,45,200,21,0.2654309986602163
graph_only_eigenvector,3,3,45,200,22,0.3388758859287937
graph_only_eigenvector,3,3,45,200,23,0.21475029625960326
graph_only_eigenvector,3,3,45,200,24,0.6963207217056359
graph_only_eigenvector,3,3,45,200,25,0.5590452817412983
graph_only_eigenvector,3,3,45,200,26,0.6735498194785485
graph_only_eigenvector,3,3,45,200,27,0.2195718626810786
graph_only_eigenvector,3,3,45,200,28,0.5849009555490904
graph_only_eigenvector,3,3,45,200,29,0.4328059451674704
graph_only_eigenvector,3,3,45,200,30,1.1988880989441355
graph_only_eigenvector,3,3,45,200,31,0.30925055267658863
graph_only_eigenvector,3,3,45,200,32,1.2273738373307927
graph_only_eigenvector,3,3,45,200,33,1.2376733884480218
graph_only_eigenvector,3,3,45,200,34,1.8328270047802937
graph_only_eigenvector,3,3,45,200,35,0.6610249820573261
graph_only_eigenvector,3,3,45,200,36,2.0569131978169097
graph_only_eigenvector,3,3,45,200,37,0.7722453505906697
graph_only_eigenvector,3,3,45,200,38,0.5779022091728917
graph_only_eigenvector,3,3,45,200,39,0.903718993750521
graph_only_eigenvector,3,3,45,200,40,2.0629658133757656
graph_only_eigenvector,3,3,45,200,41,1.2971522339350707
graph_only_eigenvector,3,3,45,200,42,1.1123439048283488
graph_only_eigenvector,3,3,45,200,43,0.9148812384351371
graph_only_eigenvector,3,3,45,200,44,2.017198181022204
graph_only_eigenvector,3,3,45,200,45,0.7889718642922288
graph_only_eigenvector,3,3,45,200,46,0.28024613830741124
graph_only_eigenvector,3,3,45,200,47,1.672056986512235
graph_only_eigenvector,3,3,45,200,48,1.6468023087045924
graph_only_eigenvector,3,3,45,200,49,2.0515490856730927
graph_only_eigenvector,3,3,45,200,50,0.6116344623982362
graph_only_eigenvector,3,3,45,200,51,0.2320380193780416
graph_only_eigenvector,3,3,45,200,52,1.1747768141816
graph_only_eigenvector,3,3,45,200,53,0.49206207404732305
graph_only_eigenvector,3,3,45,200,54,0.14036674029482407
graph_only_eigenvector,3,3,45,200,55,2.0508393071803988
graph_only_eigenvector,3,3,45,200,56,0.8797839849043295
graph_only_eigenvector,3,3,45,200,57,0.3914621276971882
graph_only_eigenvector,3,3,45,200,58,0.4839084724203378
graph_only_eigenvector,3,3,45,200,59,0.8663130552994427
graph_only_eigenvector,3,3,45,200,60,0.9038407996604638
graph_only_eigenvector,3,3,45,200,61,0.5189180257352577
graph_only_eigenvector,3,3,45,200,62,0.7434758659031806
graph_only_eigenvector,3,3,45,200,63,0.848533073756169
graph_only_eigenvector,3,3,45,200,64,0.3980391924856137
graph_only_eigenvector,3,3,45,200,65,0.4481222899738451
graph_only_eigenvector,3,3,45,200,66,0.4408210786328478
graph_only_eigenvector,3,3,45,200,67,1.4193739923793978
graph_only_eigenvector,3,3,45,200,68,1.344205319878179
graph_only_eigenvector,3,3,45,200,69,0.2067740445306674
graph_only_eigenvector,3,3,45,200,70,0.4559221229824349
graph_only_eigenvector,3,3,45,200,71,0.535609956830125
graph_only_eigenvector,3,3,45,200,72,0.87389801731235
graph_only_eigenvector,3,3,45,200,73,1.3449138861862184
graph_only_eigenvector,3,3,45,200,74,0.4785807398653376
graph_only_eigenvector,3,3,45,200,75,1.1575413851654066
graph_only_eigenvector,3,3,45,200,76,0.15731388839487634
graph_only_eigenvector,3,3,45,200,77,1.333820904742015
graph_only_eigenvector,3,3,45,200,78,1.286211580439815
graph_only_eigenvector,3,3,45,200,79,1.500429012808073
graph_only_pagerank,3,3,45,200,0,1.0
graph_only_pagerank,3,3,45,200,1,0.8073931448140185
graph_only_pagerank,3,3,45,200,2,0.33175895915396447
graph_only_pagerank,3,3,45,200,3,1.0645012051706533
graph_only_pagerank,3,3,45,200,4,0.32106707377278154
graph_only_pagerank,3,3,45,200,5,0.24258456756797486
graph_only_pagerank,3,3,45,200,6,0.2591217582934941
graph_only_pagerank,3,3,45,200,7,0.20637890007575252
graph_only_pagerank,3,3,45,200,8,0.7976375803711053
graph_only_pagerank,3,3,45,200,9,0.20776991890484375
graph_only_pagerank,3,3,45,200,10,0.7406377967279288
graph_only_pagerank,3,3,45,200,11,0.23890735041556688
graph_only_pagerank,3,3,45,200,12,0.18687950766181438
graph_only_pagerank,3,3,45,200,13,0.12046412489598712
graph_only_pagerank,3,3,45,200,14,0.26016868991462827
graph_only_pagerank,3,3,45,200,15,0.5164875061982359
graph_only_pagerank,3,3,45,200,16,0.17001157963083227
graph_only_pagerank,3,3,45,200,17,0.15569419092525819
graph_only_pagerank,3,3,45,200,18,0.1725752600003773
graph_only_pagerank,3,3,45,200,19,0.17655249590764907
graph_only_pagerank,3,3,45,200,20,0.17065574701340255
graph_only_pagerank,3,3,45,200,21,0.7439898387473753
graph_only_pagerank,3,3,45,200,22,0.22427020075683013
graph_only_pagerank,3,3,45,200,23,0.21233019237335124
graph_only_pagerank,3,3,45,200,24,0.18498119136993163
graph_only_pagerank,3,3,45,200,25,0.16148113475433795
graph_only_pagerank,3,3,45,200,26,0.1748837836778271
graph_only_pagerank,3,3,45,200,27,0.32692959824598666
graph_only_pagerank,3,3,45,200,28,0.17043539984163533
graph_only_pagerank,3,3,45,200,29,0.21356619541739102
graph_only_pagerank,3,3,45,200,30,0.7840208369998248
graph_only_pagerank,3,3,45,200,31,0.15196866396828712
graph_only_pagerank,3,3,45,200,32,0.7213857159809378
graph_only_pagerank,3,3,45,200,33,0.7614725237813277
graph_only_pagerank,3,3,45,200,34,0.7460669234275715
graph_only_pagerank,3,3,45,200,35,0.8491988534274046
graph_only_pagerank,3,3,45,200,36,1.0059290150948295
graph_only_pagerank,3,3,45,200,37,1.4417193781228619
graph_only_pagerank,3,3,45,200,38,1.115401818162468
graph_only_pagerank,3,3,45,200,39,1.0707708674189174
graph_only_pagerank,3,3,45,200,40,1.2650218129774653
graph_only_pagerank,3,3,45,200,41,1.1315262907798236
graph_only_pagerank,3,3,45,200,42,0.9525314383073273
graph_only_pagerank,3,3,45,200,43,0.9942738085822416
graph_only_pagerank,3,3,45,200,44,1.1108735933338216
graph_only_pagerank,3,3,45,200,45,1.3674215326959762
graph_only_pagerank,3,3,45,200,46,1.165041267154662
graph_only_pagerank,3,3,45,200,47,1.0607639287379533
graph_only_pagerank,3,3,45,200,48,0.8880879320121497
graph_only_pagerank,3,3,45,200,49,1.1800256678463286
graph_only_pagerank,3,3,45,200,50,0.698869433382191
graph_only_pagerank,3,3,45,200,51,0.729926920800341
graph_only_pagerank,3,3,45,200,52,0.5737719515531176
graph_only_pagerank,3,3,45,200,53,0.6421661344417933
graph_only_pagerank,3,3,45,200,54,0.41486839326741654
graph_only_pagerank,3,3,45,200,55,0.9011543400849538
graph_only_pagerank,3,3,45,200,56,0.2980798020743849
graph_only_pagerank,3,3,45,200,57,0.5830534858796012
graph_only_pagerank,3,3,45,200,58,0.8679371466871637
graph_only_pagerank,3,3,45,200,59,0.868903608612211
graph_only_pagerank,3,3,45,200,60,1.1184765770584404
graph_only_pagerank,3,3,45,200,61,1.0111705967899027
graph_only_pagerank,3,3,45,200,62,1.0096138069449088
graph_only_pagerank,3,3,45,200,63,1.4148398475484147
graph_only_pagerank,3,3,45,200,64,0.6667376307323654
graph_only_pagerank,3,3,45,200,65,0.6139437604728883
graph_only_pagerank,3,3,45,200,66,0.6956762196514692
graph_only_pagerank,3,3,45,200,67,0.634233498421642
graph_only_pagerank,3,3,45,200,68,0.7145655816478457
graph_only_pagerank,3,3,45,200,69,0.3856057775493715
graph_only_pagerank,3,3,45,200,70,0.45704530517658587
graph_only_pagerank,3,3,45,200,71,0.48100046049507766
graph_only_pagerank,3,3,45,200,72,0.5740287401146915
graph_only_pagerank,3,3,45,200,73,0.5395846234354353
graph_only_pagerank,3,3,45,200,74,0.4959792622959295
graph_only_pagerank,3,3,45,200,75,0.43791363287921026
graph_only_pagerank,3,3,45,200,76,0.2839127941954897
graph_only_pagerank,3,3,45,200,77,0.6468023581934352
graph_only_pagerank,3,3,45,200,78,0.6067817915558482
graph_only_pagerank,3,3,45,200,79,0.7971489275647606
graph_only_softmax,3,3,45,200,0,1.0
graph_only_softmax,3,3,45,200,1,0.4864208946514917
graph_only_softmax,3,3,45,200,2,1.7309972255461132
graph_only_softmax,3,3,45,200,3,0.6240976832056913
graph_only_softmax,3,3,45,200,4,0.6195279052452776
graph_only_softmax,3,3,45,200,5,0.5425865047405065
graph_only_softmax,3,3,45,200,6,0.5496146589034095
graph_only_softmax,3,3,45,200,7,0.331054027819468
graph_only_softmax,3,3,45,200,8,1.7806529724125046
graph_only_softmax,3,3,45,200,9,0.30404033049102325
graph_only_softmax,3,3,45,200,10,0.4394970687195965
graph_only_softmax,3,3,45,200,11,0.40129083592418896
graph_only_softmax,3,3,45,200,12,0.25593655922852304
graph_only_softmax,3,3,45,200,13,0.19577993030607915
graph_only_softmax,3,3,45,200,14,0.17016402598441285
graph_only_softmax,3,3,45,200,15,2.5264645230015748
graph_only_softmax,3,3,45,200,16,0.21061351395453118
graph_only_softmax,3,3,45,200,17,0.22587288302592237
graph_only_softmax,3,3,45,200,18,0.2734346615035442
graph_only_softmax,3,3,45,200,19,0.30079508819742107
graph_only_softmax,3,3,45,200,20,0.2911867384479007
graph_only_softmax,3,3,45,200,21,0.6118198696239855
graph_only_softmax,3,3,45,200,22,0.31627210420677593
graph_only_softmax,3,3,45,200,23,1.2190346184023702
graph_only_softmax,3,3,45,200,24,0.3167823821731414
graph_only_softmax,3,3,45,200,25,0.3012573968483975
graph_only_softmax,3,3,45,200,26,0.2549667239746516
graph_only_softmax,3,3,45,200,27,0.26225549922241254
graph_only_softmax,3,3,45,200,28,0.32533321465671267
graph_only_softmax,3,3,45,200,29,0.5506785132438071
graph_only_softmax,3,3,45,200,30,0.3669816377086329
graph_only_softmax,3,3,45,200,31,0.36381695584637924
graph_only_softmax,3,3,45,200,32,0.4862810977323331
graph_only_softmax,3,3,45,200,33,0.6039291644729639
graph_only_softmax,3,3,45,200,34,0.5631894121862341
graph_only_softmax,3,3,45,200,35,1.7758127396597174
graph_only_softmax,3,3,45,200,36,1.0085855818689204
graph_only_softmax,3,3,45,200,37,0.6154500721466457
graph_only_softmax,3,3,45,200,38,1.1526059873808914
graph_only_softmax,3,3,45,200,39,1.333330738169919
graph_only_softmax,3,3,45,200,40,0.7818153155335104
graph_only_softmax,3,3,45,200,41,0.8635009397133582
graph_only_softmax,3,3,45,200,42,1.0654862290116218
graph_only_softmax,3,3,45,200,43,0.721372362389527
graph_only_softmax,3,3,45,200,44,0.6847443965810655
graph_only_softmax,3,3,45,200,45,0.6018998278905805
graph_only_softmax,3,3,45,200,46,0.40918667322914
graph_only_softmax,3,3,45,200,47,0.6042407960639894
graph_only_softmax,3,3,45,200,48,0.5908329831276672
graph_only_softmax,3,3,45,200,49,0.7985167677710431
graph_only_softmax,3,3,45,200,50,0.5144974864839885
graph_only_softmax,3,3,45,200,51,0.5419260176894504
graph_only_softmax,3,3,45,200,52,0.4278536704709104
graph_only_softmax,3,3,45,200,53,0.459301675283099
graph_only_softmax,3,3,45,200,54,0.39552093650698483
graph_only_softmax,3,3,45,200,55,0.7155478204531275
graph_only_softmax,3,3,45,200,56,0.28969418579629047
graph_only_softmax,3,3,45,200,57,0.7417603996828445
graph_only_softmax,3,3,45,200,58,0.6038612687407073
graph_only_softmax,3,3,45,200,59,0.6324910869890709
graph_only_softmax,3,3,45,200,60,0.6660403767401679
graph_only_softmax,3,3,45,200,61,0.8000603739994199
graph_only_softmax,3,3,45,200,62,0.6745967549836761
graph_only_softmax,3,3,45,200,63,0.6643206451891385
graph_only_softmax,3,3,45,200,64,0.4527770407638367
graph_only_softmax,3,3,45,200,65,0.47983503229947305
graph_only_softmax,3,3,45,200,66,0.6191604973785293
graph_only_softmax,3,3,45,200,67,0.5751032175256569
graph_only_softmax,3,3,45,200,68,0.4741396293457973
graph_only_softmax,3,3,45,200,69,0.4253744827641009
graph_only_softmax,3,3,45,200,70,0.3079306773179153
graph_only_softmax,3,3,45,200,71,0.33576723512421797
graph_only_softmax,3,3,45,200,72,0.4167570222718273
graph_only_softmax,3,3,45,200,73,0.38536235060211893
